# {'k0': 0.5, 'sigma0': 188.49555921538757, 'N': 3, 'f_out': 173, 'sigma_out': 125.66370614359172, 'omegap': 1256.6370614359173, 'sigmap': 628.3185307179587}
x,p,wIn1,wIn2,wIn3,wOut,wOutP,wOutS
-2.484848484848485,5.757575757575758,5.50075950714736e-23,1.5952825894206498e-14,1.0191376920837193e-13,1.3995594867893211e-05,2.225954261503011e-06,1.9252001613441152e-19
-2.484848484848485,5.878787878787879,4.544874185960271e-23,1.0488965348739867e-14,5.184781821417572e-14,1.0704887136726094e-05,1.6276475849761933e-06,1.4856527012140762e-19
-2.484848484848485,6.0,3.7401926526385964e-23,6.836500065585988e-15,2.6008390347783606e-14,8.142309943171903e-06,1.1824209238823647e-06,1.140285846451722e-19
-2.3636363636363633,-6.0,2.8762266479833925e-21,4.9360232898183906e-14,8.86749351273394e-14,1.0268299166535383e-05,1.6455932517664875e-06,3.472416597234848e-18
-2.3636363636363633,-5.878787878787879,3.495030726871458e-21,7.573140751961698e-14,1.767737970384591e-13,1.3499975367073694e-05,2.265221993278355e-06,4.5241332368330495e-18
-2.3636363636363633,-5.757575757575758,4.230111266446041e-21,1.1518104204899386e-13,3.474723638137473e-13,1.7649899858905516e-05,3.09789452933821e-06,5.862650153952911e-18
-2.3636363636363633,-5.636363636363637,5.0994751975553674e-21,1.736569321317859e-13,6.734541198508623e-13,2.2947021478086354e-05,4.209108027588071e-06,7.556272315760894e-18
-2.3636363636363633,-5.515151515151516,6.123110216787088e-21,2.5954304279772747e-13,1.2870076444822413e-12,2.96677906321501e-05,5.6817366849089255e-06,9.686708971019182e-18
-2.3636363636363633,-5.393939393939394,7.3230427601371e-21,3.845322823556019e-13,2.4251555863196634e-12,3.814335551265945e-05,7.6197324068190945e-06,1.2350937736802897e-17
-2.3636363636363633,-5.2727272727272725,8.723363371373206e-21,5.647579665502371e-13,4.505919750587495e-12,4.8767151925199955e-05,1.0152334608810285e-05,1.566313323369108e-17
-2.3636363636363633,-5.151515151515151,1.0350212273101783e-20,8.222390004392509e-13,8.254916156550041e-12,6.200271356116474e-05,1.3438775926691165e-05,1.975660792438787e-17
-2.3636363636363633,-5.03030303030303,1.2231717733784866e-20,1.1866972208553098e-12,1.491170308135986e-11,7.839146988581051e-05,1.767343994958379e-05,2.478569776584623e-17
-2.3636363636363633,-4.909090909090909,1.439787982376436e-20,1.697805454679898e-12,2.6559946480377245e-11,9.856023392395522e-05,2.3091388640676027e-05,3.09275093874528e-17
-2.3636363636363633,-4.787878787878788,1.6880392409134985e-20,2.4079200898207293e-12,4.664579622923619e-11,0.0001232280142841063,2.9974130873487345e-05,3.8383429392569503e-17
-2.3636363636363633,-4.666666666666666,1.97123967823326e-20,3.385340541019737e-12,8.077615805583926e-11,0.00015321171776883712,3.865545004829377e-05,4.738028086514729e-17
-2.3636363636363633,-4.545454545454545,2.292816120526169e-20,4.718118022717284e-12,1.3792380901070438e-10,0.0001894302446808512,4.952704934604643e-05,5.817099824114977e-17
-2.3636363636363633,-4.424242424242424,2.6562681869244406e-20,6.51840567113295e-12,2.3220986126579302e-10,0.00023290642302456808,6.304370994909876e-05,7.103468052613925e-17
-2.3636363636363633,-4.303030303030303,3.0651202369874324e-20,8.927299729220164e-12,3.854849637972391e-10,0.0002847661854498007,7.972759356200622e-05,8.627587567496508e-17
-2.3636363636363633,-4.181818181818182,3.522865075456316e-20,1.2120066246687483e-11,6.309858111060957e-10,0.00034623436967689,0.00010017125981512334,1.0422294713146929e-16
-2.3636363636363633,-4.0606060606060606,4.0328995511239935e-20,1.6311579510181385e-11,1.0183970000713257e-09,0.0004186265251598949,0.00012503891655939376,1.252253783828243e-16
-2.3636363636363633,-3.9393939393939394,4.598452449592981e-20,2.1761718469036356e-11,1.6206901638632298e-09,0.0005033361416000025,0.00015506538237370883,1.4964988414675779e-16
-2.3636363636363633,-3.8181818181818183,5.2225053693815667e-20,2.8780378688808096e-11,2.5431281696836928e-09,0.0006018167837403399,0.00019105222205466037,1.7787521851564024e-16
-2.3636363636363633,-3.696969696969697,5.90770758026751e-20,3.7731664737536354e-11,3.934792797445297e-09,0.0007155587257145269,0.00023386052387159981,2.1028560175802656e-16
-2.3636363636363633,-3.5757575757575757,6.656286183027136e-20,4.9036738403171246e-11,6.002896481710437e-09,0.0008460598295716984,0.0002843998280923864,2.4726272883586145e-16
-2.3636363636363633,-3.4545454545454546,7.46995321019733e-20,6.317472086307212e-11,9.02994713189317e-09,0.0009947906068772361,0.0003436127950183169,2.8917637382110764e-16
-2.3636363636363633,-3.333333333333333,8.349811616016901e-20,8.068099278595941e-11,1.3393526097680482e-08,0.0011631536373863335,0.0004124553213438928,3.3637366446256175e-16
-2.3636363636363633,-3.212121212121212,9.29626238701941e-20,1.0214221744574389e-10,1.9587996421245253e-08,0.0013524377897216801,0.0004918719777975691,3.8916716865898294e-16
-2.3636363636363633,-3.090909090909091,1.0308915248896171e-19,1.2818744062227448e-10,2.8246879083958577e-08,0.0015637679876717304,0.0005827668477141239,4.478220073294308e-16
-2.3636363636363633,-2.9696969696969697,1.1386505636155016e-19,1.594747087079391e-10,4.016393844863717e-08,0.0017980515809397576,0.0006859700911826052,5.125422832371993e-16
-2.3636363636363633,-2.8484848484848486,1.2526820715212942e-19,1.9667280186231347e-10,5.63102534327999e-08,0.002055922696739048,0.0008022008348529952,5.83457189197202e-16
-2.3636363636363633,-2.727272727272727,1.3726637296512726e-19,2.404379069174494e-10,7.784380179417571e-08,0.002337686251840881,0.0009320272817999494,6.606072277519077e-16
-2.3636363636363633,-2.606060606060606,1.4981674426597269e-19,2.9138535389802653e-10,1.061074705073475e-07,0.002643263574985652,0.001075825233918715,7.439310334835494e-16
-2.3636363636363633,-2.484848484848485,1.6286563308942718e-19,3.500569021790389e-10,1.4261107447247295e-07,0.002972141807483025,0.001233736503011139,8.332533341820803e-16
-2.3636363636363633,-2.3636363636363633,1.7634836958109385e-19,4.168844710914015e-10,1.8899308298099254e-07,0.003323329396077727,0.001405628935664463,9.282746138131394e-16
-2.3636363636363633,-2.242424242424242,1.9018941644550922e-19,4.921516405881661e-10,2.469584747892328e-07,0.0036953200489556384,0.0015910599698851272,1.02856304478646e-15
-2.3636363636363633,-2.121212121212121,2.0430271740533602e-19,5.759546682565626e-10,3.1819058575887235e-07,0.004086067478173431,0.0017892457573421888,1.1335492363288324e-15
-2.3636363636363633,-2.0,2.1859229038787256e-19,6.681651415624152e-10,4.0423702130797527e-07,0.004492973089075123,0.001999037905249863,1.2425242977773455e-15
-2.3636363636363633,-1.878787878787879,2.329530699690315e-19,7.68396667760051e-10,5.063726155292762e-07,0.004912888494095113,0.002218909801501784,1.3546416395937394e-15
-2.3636363636363633,-1.7575757575757578,2.4727199678597794e-19,8.759781580131022e-10,6.254458343329173e-07,0.00534213432584392,0.0024469542763400375,1.468922831620326e-15
-2.3636363636363633,-1.6363636363636367,2.6142934438090945e-19,9.899362514436047e-10,7.617186072089249e-07,0.005776536310718317,0.002680894021285725,1.5842677099338897e-15
-2.3636363636363633,-1.5151515151515147,2.7530026649645974e-19,1.1089892229123306e-09,9.147128751044634e-07,0.006211478954986034,0.002918105737033465,1.6994687746247249e-15
-2.3636363636363633,-1.3939393939393936,2.8875654046804526e-19,1.2315543127472804e-09,1.0830796267505206e-06,0.006641976512965523,0.0031556584308900138,1.813229756507158e-15
-2.3636363636363633,-1.2727272727272725,3.0166847532518226e-19,1.3557698117186573e-09,1.2645073216228256e-06,0.007062760180478157,0.0033903656539955307,1.9241880580827286e-15
-2.3636363636363633,-1.1515151515151514,3.139069467999538e-19,1.4795324535646452e-09,1.4556859057293336e-06,0.007468379720176902,0.003618850789586538,2.0309406010028498e-15
-2.3636363636363633,-1.0303030303030303,3.2534551591484366e-19,1.6005497526698556e-09,1.6523398347821978e-06,0.00785331701596878,0.003837623812713945,2.132072447433892e-15
-2.3636363636363633,-0.9090909090909092,3.358625834306881e-19,1.7164059356870135e-09,1.8493386065732114e-06,0.008212108410101249,0.004043167279922945,2.2261874149033642e-15
-2.3636363636363633,-0.7878787878787881,3.4534352939123025e-19,1.8246391258295864e-09,2.0408865623325138e-06,0.008539472136028648,0.0042320287166018,2.3119397818330176e-15
-2.3636363636363633,-0.6666666666666661,3.5368278547161155e-19,1.9228265275100814e-09,2.2207857571691037e-06,0.008830436756843422,0.0044009160905475716,2.388066091587943e-15
-2.3636363636363633,-0.545454545454545,3.6078578793749793e-19,2.008673607388111e-09,2.382757404839964e-06,0.009080466280919977,0.004546792728591613,2.4534160126397194e-15
-2.3636363636363633,-0.42424242424242387,3.6657076080190195e-19,2.0801027484179004e-09,2.5207998213384805e-06,0.009285577573620208,0.004666967877051083,2.506981205659914e-15
-2.3636363636363633,-0.30303030303030276,3.709702822143751e-19,2.135336623381345e-09,2.6295549941755097e-06,0.009442445827028212,0.0047591791443768,2.547921187154014e-15
-2.3636363636363633,-0.18181818181818166,3.7393259215149646e-19,2.1729716288099222e-09,2.704652810845709e-06,0.009548494188668603,0.004821663301766403,2.5755852633303713e-15
-2.3636363636363633,-0.06060606060606055,3.754226059524278e-19,2.192037147502287e-09,2.7430022046422947e-06,0.009601964173952982,0.004853212347924456,2.589529734523641e-15
-2.3636363636363633,0.06060606060606055,3.754226059524278e-19,2.192037147502287e-09,2.7430022046422947e-06,0.009601964173952982,0.004853212347924456,2.589529734523641e-15
-2.3636363636363633,0.18181818181818166,3.7393259215149646e-19,2.1729716288099222e-09,2.704652810845709e-06,0.009548494188668603,0.004821663301766403,2.5755852633303713e-15
-2.3636363636363633,0.30303030303030276,3.709702822143751e-19,2.135336623381345e-09,2.6295549941755097e-06,0.009442445827028212,0.0047591791443768,2.547921187154014e-15
-2.3636363636363633,0.42424242424242475,3.6657076080190195e-19,2.0801027484179004e-09,2.5207998213384805e-06,0.009285577573620208,0.004666967877051081,2.506981205659914e-15
-2.3636363636363633,0.5454545454545459,3.6078578793749793e-19,2.008673607388111e-09,2.3827574048399593e-06,0.009080466280919977,0.0045467927285916115,2.4534160126397194e-15
-2.3636363636363633,0.666666666666667,3.5368278547161155e-19,1.9228265275100744e-09,2.2207857571691e-06,0.008830436756843422,0.00440091609054757,2.388066091587943e-15
-2.3636363636363633,0.7878787878787881,3.4534352939123025e-19,1.8246391258295864e-09,2.0408865623325138e-06,0.008539472136028648,0.0042320287166018,2.3119397818330176e-15
-2.3636363636363633,0.9090909090909092,3.358625834306881e-19,1.7164059356870135e-09,1.8493386065732114e-06,0.008212108410101249,0.004043167279922945,2.2261874149033642e-15
-2.3636363636363633,1.0303030303030303,3.2534551591484366e-19,1.6005497526698556e-09,1.6523398347821978e-06,0.00785331701596878,0.003837623812713945,2.132072447433892e-15
-2.3636363636363633,1.1515151515151514,3.139069467999538e-19,1.4795324535646452e-09,1.4556859057293336e-06,0.007468379720176902,0.003618850789586538,2.0309406010028498e-15
-2.3636363636363633,1.2727272727272734,3.0166847532518226e-19,1.3557698117186525e-09,1.2645073216228256e-06,0.007062760180478153,0.003390365653995529,1.9241880580827286e-15
-2.3636363636363633,1.3939393939393945,2.8875654046804526e-19,1.2315543127472804e-09,1.0830796267505187e-06,0.006641976512965519,0.0031556584308900107,1.8132297565071453e-15
-2.3636363636363633,1.5151515151515156,2.7530026649645974e-19,1.1089892229123306e-09,9.147128751044634e-07,0.0062114789549860315,0.0029181057370334636,1.6994687746247249e-15
-2.3636363636363633,1.6363636363636367,2.6142934438090945e-19,9.899362514436047e-10,7.617186072089249e-07,0.005776536310718317,0.002680894021285725,1.5842677099338897e-15
-2.3636363636363633,1.7575757575757578,2.4727199678597794e-19,8.759781580131022e-10,6.254458343329173e-07,0.00534213432584392,0.0024469542763400375,1.468922831620326e-15
-2.3636363636363633,1.878787878787879,2.329530699690315e-19,7.68396667760051e-10,5.063726155292762e-07,0.004912888494095113,0.002218909801501784,1.3546416395937394e-15
-2.3636363636363633,2.0,2.1859229038787256e-19,6.681651415624152e-10,4.0423702130797527e-07,0.004492973089075123,0.001999037905249863,1.2425242977773455e-15
-2.3636363636363633,2.121212121212121,2.0430271740533602e-19,5.759546682565626e-10,3.1819058575887235e-07,0.004086067478173431,0.0017892457573421888,1.1335492363288324e-15
-2.3636363636363633,2.242424242424242,1.9018941644550922e-19,4.921516405881661e-10,2.469584747892328e-07,0.0036953200489556384,0.0015910599698851272,1.02856304478646e-15
-2.3636363636363633,2.3636363636363633,1.7634836958109385e-19,4.168844710914015e-10,1.8899308298099254e-07,0.003323329396077727,0.001405628935664463,9.282746138131394e-16
-2.3636363636363633,2.4848484848484844,1.6286563308942718e-19,3.500569021790389e-10,1.4261107447247321e-07,0.002972141807483026,0.00123373650301114,8.332533341820803e-16
-2.3636363636363633,2.6060606060606055,1.4981674426597269e-19,2.9138535389802653e-10,1.0610747050734769e-07,0.002643263574985654,0.0010758252339187159,7.439310334835494e-16
-2.3636363636363633,2.7272727272727266,1.3726637296512726e-19,2.404379069174494e-10,7.784380179417584e-08,0.002337686251840883,0.0009320272817999494,6.606072277519077e-16
-2.3636363636363633,2.8484848484848495,1.2526820715212942e-19,1.9667280186231277e-10,5.63102534327998e-08,0.002055922696739046,0.0008022008348529937,5.83457189197202e-16
-2.3636363636363633,2.9696969696969706,1.1386505636155016e-19,1.594747087079391e-10,4.0163938448637024e-08,0.0017980515809397552,0.0006859700911826047,5.125422832371993e-16
-2.3636363636363633,3.0909090909090917,1.0308915248896171e-19,1.2818744062227448e-10,2.8246879083958477e-08,0.0015637679876717276,0.0005827668477141228,4.478220073294308e-16
-2.3636363636363633,3.212121212121213,9.29626238701941e-20,1.0214221744574353e-10,1.9587996421245183e-08,0.0013524377897216788,0.0004918719777975687,3.8916716865898294e-16
-2.3636363636363633,3.333333333333334,8.349811616016901e-20,8.068099278595941e-11,1.3393526097680435e-08,0.0011631536373863326,0.00041245532134389203,3.3637366446256175e-16
-2.3636363636363633,3.454545454545455,7.46995321019733e-20,6.31747208630719e-11,9.029947131893136e-09,0.0009947906068772355,0.0003436127950183163,2.8917637382110764e-16
-2.3636363636363633,3.575757575757576,6.656286183027136e-20,4.9036738403171246e-11,6.002896481710437e-09,0.0008460598295716984,0.0002843998280923859,2.4726272883586145e-16
-2.3636363636363633,3.6969696969696972,5.90770758026751e-20,3.7731664737536354e-11,3.934792797445297e-09,0.0007155587257145269,0.0002338605238715996,2.1028560175802656e-16
-2.3636363636363633,3.8181818181818183,5.2225053693815667e-20,2.8780378688808096e-11,2.5431281696836928e-09,0.0006018167837403399,0.00019105222205466037,1.7787521851564024e-16
-2.3636363636363633,3.9393939393939394,4.598452449592981e-20,2.1761718469036356e-11,1.6206901638632298e-09,0.0005033361416000025,0.00015506538237370883,1.4964988414675779e-16
-2.3636363636363633,4.0606060606060606,4.0328995511239935e-20,1.6311579510181385e-11,1.0183970000713257e-09,0.0004186265251598949,0.00012503891655939376,1.252253783828243e-16
-2.3636363636363633,4.181818181818182,3.522865075456316e-20,1.2120066246687483e-11,6.309858111060957e-10,0.00034623436967689,0.00010017125981512334,1.0422294713146929e-16
-2.3636363636363633,4.303030303030303,3.0651202369874324e-20,8.927299729220164e-12,3.854849637972391e-10,0.0002847661854498007,7.972759356200622e-05,8.627587567496508e-17
-2.3636363636363633,4.424242424242424,2.6562681869244406e-20,6.51840567113295e-12,2.3220986126579302e-10,0.00023290642302456808,6.304370994909876e-05,7.103468052613925e-17
-2.3636363636363633,4.545454545454545,2.292816120526169e-20,4.718118022717284e-12,1.3792380901070438e-10,0.0001894302446808512,4.952704934604643e-05,5.817099824114977e-17
-2.3636363636363633,4.666666666666668,1.97123967823326e-20,3.385340541019713e-12,8.077615805583868e-11,0.00015321171776883658,3.865545004829364e-05,4.738028086514729e-17
-2.3636363636363633,4.787878787878789,1.6880392409134985e-20,2.4079200898207293e-12,4.6645796229235864e-11,0.0001232280142841062,2.997413087348729e-05,3.8383429392569503e-17
-2.3636363636363633,4.90909090909091,1.439787982376436e-20,1.6978054546798919e-12,2.655994648037715e-11,9.856023392395495e-05,2.3091388640675986e-05,3.09275093874528e-17
-2.3636363636363633,5.030303030303031,1.2231717733784866e-20,1.1866972208553055e-12,1.491170308135981e-11,7.839146988581037e-05,1.767343994958376e-05,2.4785697765846057e-17
-2.3636363636363633,5.151515151515152,1.0350212273101783e-20,8.222390004392509e-13,8.254916156549981e-12,6.200271356116468e-05,1.343877592669114e-05,1.975660792438787e-17
-2.3636363636363633,5.272727272727273,8.723363371373206e-21,5.647579665502351e-13,4.505919750587463e-12,4.876715192519987e-05,1.0152334608810268e-05,1.566313323369108e-17
-2.3636363636363633,5.3939393939393945,7.3230427601371e-21,3.845322823556019e-13,2.4251555863196464e-12,3.814335551265939e-05,7.619732406819081e-06,1.2350937736802809e-17
-2.3636363636363633,5.515151515151516,6.123110216787088e-21,2.5954304279772747e-13,1.2870076444822413e-12,2.96677906321501e-05,5.6817366849089255e-06,9.686708971019182e-18
