# {'k0': 0.5, 'sigma0': 188.49555921538757, 'N': 3, 'f_out': 173, 'sigma_out': 125.66370614359172, 'omegap': 1256.6370614359173, 'sigmap': 628.3185307179587}
x,p,wIn1,wIn2,wIn3,wOut,wOutP,wOutS
0.18181818181818166,-2.121212121212121,0.13561397608382786,0.07475207002871889,0.034401969076352415,0.03659328355397275,0.04066503918571833,0.11874937577662335
0.18181818181818166,-2.0,0.14509924301181007,0.08671989343191411,0.043705094144715746,0.040237377166955454,0.045433085095853205,0.13016548379160542
0.18181818181818166,-1.878787878787879,0.15463177612442974,0.09972875416064325,0.05474773874595722,0.043997981603044405,0.05043021823993509,0.14191077365439927
0.18181818181818166,-1.7575757575757578,0.16413652781623797,0.11369155286064038,0.06762163688890503,0.047842145831719,0.05561309346393969,0.15388274609391744
0.18181818181818166,-1.6363636363636367,0.17353402493489,0.1284819588595053,0.08235510773389673,0.05173248662854389,0.06092995329511488,0.16596614914319927
0.18181818181818166,-1.5151515151515147,0.18274139585941263,0.14393361946900468,0.09889646473366072,0.05562766936755193,0.06632117676266255,0.17803448643496433
0.18181818181818166,-1.3939393939393936,0.19167352774554655,0.1598411112967074,0.1170998561690153,0.05948304358557104,0.07172014980183798,0.189951962229862
0.18181818181818166,-1.2727272727272725,0.20024433310315556,0.1759628066132287,0.13671536406880225,0.06325142385398834,0.07705445247411849,0.2015758323071843
0.18181818181818166,-1.1515151515151514,0.20836810061325414,0.19202572645762422,0.1573851136869664,0.06688399989697218,0.08224734280460287,0.21275911171672054
0.18181818181818166,-1.0303030303030303,0.21596090142413277,0.20773233344595307,0.17864684388518984,0.07033135354217152,0.0872195013366254,0.22335357312160548
0.18181818181818166,-0.9090909090909092,0.2229420192510475,0.22276908891209812,0.1999458576164437,0.07354455432565044,0.09189098546010228,0.23321295397605693
0.18181818181818166,-0.7878787878787881,0.22923537058319954,0.2368164705115214,0.22065554277244517,0.07647630073271205,0.09618332914274146,0.24219627796226698
0.18181818181818166,-0.6666666666666661,0.2347708802866665,0.24956002817479342,0.2401057930772076,0.07908207044418263,0.10002171280317254,0.25017118674775013
0.18181818181818166,-0.545454545454545,0.23948577795795312,0.26070195874760926,0.257617761890268,0.08132124082506147,0.10333712052623095,0.257017172862198
0.18181818181818166,-0.42424242424242387,0.24332578156457305,0.26997261223239233,0.27254256217083267,0.08315814041959695,0.10606839827340475,0.2626286037825713
0.18181818181818166,-0.30303030303030276,0.24624613719757213,0.27714131268189685,0.2843008990302016,0.08456299349856314,0.10816412759609721,0.26691743137904655
0.18181818181818166,-0.18181818181818166,0.24821248710259355,0.2820258890494161,0.2924202868512717,0.08551272274035134,0.10958423475483049,0.2698154896830855
0.18181818181818166,-0.06060606060606055,0.24920154245403628,0.28450036675916307,0.29656652724471577,0.08599157981835845,0.11030126492970986,0.27127629720398344
0.18181818181818166,0.06060606060606055,0.24920154245403628,0.28450036675916307,0.29656652724471577,0.08599157981835845,0.11030126492970986,0.27127629720398344
0.18181818181818166,0.18181818181818166,0.24821248710259355,0.2820258890494161,0.2924202868512717,0.08551272274035134,0.10958423475483049,0.2698154896830855
0.18181818181818166,0.30303030303030276,0.24624613719757213,0.27714131268189685,0.2843008990302016,0.08456299349856314,0.10816412759609721,0.26691743137904655
0.18181818181818166,0.42424242424242475,0.24332578156457305,0.2699726122323923,0.27254256217083256,0.08315814041959695,0.10606839827340472,0.2626286037825713
0.18181818181818166,0.5454545454545459,0.23948577795795306,0.26070195874760915,0.2576177618902679,0.08132124082506145,0.10333712052623092,0.25701717286219794
0.18181818181818166,0.666666666666667,0.23477088028666646,0.2495600281747933,0.24010579307720747,0.0790820704441826,0.10002171280317251,0.2501711867477501
0.18181818181818166,0.7878787878787881,0.22923537058319954,0.2368164705115214,0.22065554277244517,0.07647630073271205,0.09618332914274146,0.24219627796226698
0.18181818181818166,0.9090909090909092,0.2229420192510475,0.22276908891209812,0.1999458576164437,0.07354455432565044,0.09189098546010228,0.23321295397605693
0.18181818181818166,1.0303030303030303,0.21596090142413277,0.20773233344595307,0.17864684388518984,0.07033135354217152,0.0872195013366254,0.22335357312160548
0.18181818181818166,1.1515151515151514,0.20836810061325414,0.19202572645762422,0.1573851136869664,0.06688399989697218,0.08224734280460287,0.21275911171672054
0.18181818181818166,1.2727272727272734,0.2002443331031555,0.17596280661322858,0.13671536406880208,0.06325142385398831,0.07705445247411846,0.20157583230718423
0.18181818181818166,1.3939393939393945,0.19167352774554652,0.15984111129670728,0.11709985616901515,0.059483043585571015,0.07172014980183794,0.1899519622298619
0.18181818181818166,1.5151515151515156,0.18274139585941257,0.1439336194690046,0.09889646473366058,0.05562766936755191,0.06632117676266251,0.17803448643496422
0.18181818181818166,1.6363636363636367,0.17353402493489,0.1284819588595053,0.08235510773389673,0.05173248662854389,0.06092995329511488,0.16596614914319927
0.18181818181818166,1.7575757575757578,0.16413652781623797,0.11369155286064038,0.06762163688890503,0.047842145831719,0.05561309346393969,0.15388274609391744
0.18181818181818166,1.878787878787879,0.15463177612442974,0.09972875416064325,0.05474773874595722,0.043997981603044405,0.05043021823993509,0.14191077365439927
0.18181818181818166,2.0,0.14509924301181007,0.08671989343191411,0.043705094144715746,0.040237377166955454,0.045433085095853205,0.13016548379160542
0.18181818181818166,2.121212121212121,0.13561397608382786,0.07475207002871889,0.034401969076352415,0.03659328355397275,0.04066503918571833,0.11874937577662335
0.18181818181818166,2.242424242424242,0.12624571665420606,0.06387543313670549,0.026700531672173913,0.03309389653901712,0.03616077654883756,0.10775113740173106
0.18181818181818166,2.3636363636363633,0.11705817660439946,0.05410664917647319,0.020433458711074746,0.02976248815848938,0.03194639725416056,0.09724503127592317
0.18181818181818166,2.4848484848484844,0.10810847917821272,0.04543322505733638,0.015418752136385641,0.026617384197595767,0.028039716195456227,0.08729070615262498
0.18181818181818166,2.6060606060606055,0.099446765230896,0.03781835547207598,0.011472073915882546,0.023672074439303293,0.024450791689608228,0.07793339981696454
0.18181818181818166,2.7272727272727266,0.09111596192562597,0.031205982425418017,0.00841627685408122,0.020935438861640437,0.02118262725007263,0.06920448924047297
0.18181818181818166,2.8484848484848495,0.08315170676407807,0.025525791989947037,0.006088123546008238,0.01841207043415033,0.018231999852591614,0.06112233574779824
0.18181818181818166,2.9696969696969706,0.07558241626107522,0.020697921642394028,0.004342424415855005,0.016102673707045607,0.015590368468782985,0.05369336791285752
0.18181818181818166,3.0909090909090917,0.06842948560690541,0.016637206131524904,0.0030539818091481975,0.014004517960402637,0.01324481927716548,0.04691334273368755
0.18181818181818166,3.212121212121213,0.061707603356102536,0.013256845741879884,0.002117805105843201,0.012111924189396115,0.01117900834439122,0.04076872611257628
0.18181818181818166,3.333333333333334,0.05542516356022796,0.010471433873396465,0.0014480744913832615,0.010416766511340094,0.009374068227341745,0.03523813646771058
0.18181818181818166,3.454545454545455,0.04958475681873397,0.008199327860812615,0.0009762952642096616,0.008908970531871922,0.007809451394139444,0.030293800022147786
0.18181818181818166,3.575757575757576,0.044183721425556544,0.006364385784370373,0.0006490181305641869,0.0075769936283536145,0.006463690136657195,0.025902972505347246
0.18181818181818166,3.6969696969696972,0.03921473608748584,0.004897121596910195,0.00042541994074629143,0.006408274824011532,0.005315059336151588,0.02202928919475127
0.18181818181818166,3.8181818181818183,0.03466643651419555,0.0037353510645398115,0.0002749566472622121,0.005389644770329323,0.004342134703682016,0.01863401296380509
0.18181818181818166,3.9393939393939394,0.03052403944703631,0.0028244123931955504,0.00017522496074671114,0.004507689178144724,0.00352424468505771,0.01567715786658283
0.18181818181818166,4.0606060606060606,0.026769959314321138,0.0021170491377646757,0.00011010653260009856,0.0037490617128129932,0.002841818917698892,0.013118473408805766
0.18181818181818166,4.181818181818182,0.023384404581444262,0.001573040537317968,6.822060530017979e-05,0.0031007447951841424,0.002276639857296989,0.010918281726821865
0.18181818181818166,4.303030303030303,0.020345942912162848,0.0011586573932043562,4.167766865988009e-05,0.002550258855589425,0.0018120069325736328,0.009038166188673315
0.18181818181818166,4.424242424242424,0.01763202638460822,0.0008460115770553536,2.5105948522762485e-05,0.0020858223278998433,0.0014328243758427793,0.0074415152872317515
0.18181818181818166,4.545454545454545,0.01521947013150831,0.0006123556388656884,1.4911976736089444e-05,0.0016964660261566558,0.0011256248025993268,0.006093930027963717
0.18181818181818166,4.666666666666668,0.013084879828056286,0.0004393769633978188,8.733315867645924e-06,0.0013721065210143143,0.000878540795474867,0.0049635063008636425
0.18181818181818166,4.787878787878789,0.011205025373775402,0.0003125194066447898,5.0432266422743e-06,0.0011035837495535128,0.0006812363262712487,0.004021005999964789
0.18181818181818166,4.90909090909091,0.009557159860012763,0.00022035496756636654,2.8715948817540763e-06,0.0008826683862640029,0.0005248089705243084,0.003239931990938494
0.18181818181818166,5.030303030303031,0.008119284448491164,0.00015401919394938623,1.6122159838802987e-06,0.000702044521062708,0.0004016726741684909,0.0025965225360784026
0.18181818181818166,5.151515151515152,0.006870361087181014,0.00010671684896179889,8.92500856580092e-07,0.0005552729832728299,0.00030542945116648337,0.002069680595509638
0.18181818181818166,5.272727272727273,0.005790476047701597,7.329887123344626e-05,4.87168756267684e-07,0.0004367402711900985,0.00023073693649946047,0.0016408526728232359
0.18181818181818166,5.3939393939393945,0.004860958083899386,4.990771962307378e-05,2.6220174706594235e-07,0.0003415975461566987,0.00017317728190020028,0.0012938707023007626
0.18181818181818166,5.515151515151516,0.00406445559336606,3.368560197525829e-05,1.3914804261386803e-07,0.00026569357476873397,0.00012913153153313155,0.0010147690164423154
0.18181818181818166,5.636363636363637,0.0033849775287584224,2.2538605670099635e-05,7.281217246008816e-08,0.00020550489392360342,9.56623997438133e-05,0.0007915868071164134
0.18181818181818166,5.757575757575758,0.0028079029755712845,1.4949130193336377e-05,3.75678415698517e-08,0.00015806586496336353,7.040732214220257e-05,0.0006141648054330096
0.18181818181818166,5.878787878787879,0.00231996431288686,9.829036537573635e-06,1.911234012383691e-08,0.00012090070201185427,5.1482777445758344e-05,0.0004739432400343941
0.18181818181818166,6.0,0.0019092087310685017,6.4063715247035394e-06,9.587311858466016e-09,9.195902540161198e-05,3.740018037893269e-05,0.0003637665574134866
0.30303030303030276,-6.0,0.0012366890017513382,5.257239754489228e-06,8.480629962958617e-09,8.985024622139832e-05,3.618417354100346e-05,0.0002585002462171809
0.30303030303030276,-5.878787878787879,0.0015027557246698158,8.065970172725893e-06,1.6906165848077596e-08,0.00011812824023159549,4.980889756669511e-05,0.00033679413828742786
0.30303030303030276,-5.757575757575758,0.001818817749660332,1.2267655917923072e-05,3.3231313173528323e-08,0.00015444114184693774,6.811814106612864e-05,0.00043643856255290225
0.30303030303030276,-5.636363636363637,0.00219261750319367,1.8495782407044743e-05,6.440732298572924e-08,0.0002007923119900141,9.2552090353789e-05,0.0005625184074006868
0.30303030303030276,-5.515151515151516,0.0026327490800911167,2.764330560214019e-05,1.2308591572893943e-07,0.00025960076249346346,0.00012493302704075714,0.000721116428264001
0.30303030303030276,-5.393939393939394,0.003148683170419123,4.09556090599145e-05,2.319352937856055e-07,0.00033376412480190206,0.0001675467005278374,0.0009194520175139779
0.30303030303030276,-5.2727272727272725,0.0037507779671054732,6.0151013459291e-05,4.3093392730024926e-07,0.00042672506292724174,0.000223234895340744,0.0011660247795917938
0.30303030303030276,-5.151515151515151,0.0044502729619416825,8.757469944919484e-05,7.894777616517856e-07,0.0005425396153261061,0.00029549890277445995,0.0014707590146117375
0.30303030303030276,-5.03030303030303,0.005259262445295958,0.0001263922684257018,1.426114783945677e-06,0.0006859454284164516,0.0003886129318504214,0.0018451440936660516
0.30303030303030276,-4.909090909090909,0.006190645524778453,0.0001808291778149252,2.540121147115665e-06,0.0008624272766191686,0.0005077456491633343,0.002302364525589214
0.30303030303030276,-4.787878787878788,0.007258049588081185,0.0002564617806393002,4.4610772658547794e-06,0.001078276669312972,0.000659087020503242,0.0028574123152562353
0.30303030303030276,-4.666666666666666,0.008475724371708104,0.00036056448338573006,7.725212376161385e-06,0.0013406417501349653,0.0008499764515633364,0.003527173058449533
0.30303030303030276,-4.545454545454545,0.009858404174375222,0.000502515409247877,1.3190658505944962e-05,0.0016575631319570353,0.0010890269187646664,0.004330476181922077
0.30303030303030276,-4.424242424242424,0.011421136282061161,0.0006942597191722115,2.2207920471745496e-05,0.002037990821644851,0.0013862383909377988,0.00528809890512218
0.30303030303030276,-4.303030303030303,0.013179074356972246,0.0009508252348303637,3.6866734997373154e-05,0.002491777018104352,0.0017530924354225473,0.0064227129666242135
0.30303030303030276,-4.181818181818182,0.01514723638530131,0.0012908791218745018,6.034576927723373e-05,0.0030296393649266585,0.0022026185663319114,0.007758763022967653
0.30303030303030276,-4.0606060606060606,0.01734022777217435,0.0017373071240632798,9.739672321823052e-05,0.003663089256593617,0.00274942173669425,0.009322265989160734
0.30303030303030276,-3.9393939393939394,0.019771931302685536,0.0023177883235966155,0.00015499840563281398,0.004404320084700855,0.0034096595255171443,0.011140521540276779
0.30303030303030276,-3.8181818181818183,0.022455166933488348,0.0030653289522388576,0.0002432178712563177,0.005266050912839189,0.004200957162895038,0.013241725609433859
0.30303030303030276,-3.696969696969697,0.02540132570985769,0.004018708912302032,0.00037631289662776575,0.006261322021163252,0.005142248712478756,0.015654481053242544
0.30303030303030276,-3.5757575757575757,0.028619983480198268,0.005222785133437362,0.0005741007162196026,0.007403240086030799,0.006253533626052287,0.018407202734631825
0.30303030303030276,-3.4545454545454546,0.03211850145789161,0.006728587660540034,0.000863599619223798,0.00870467246006548,0.007555539616187204,0.021527418078946578
0.30303030303030276,-3.333333333333333,0.03590162200695684,0.008593138601694295,0.001280920460449678,0.010177892075162391,0.009069285444259681,0.025040968630834614
0.30303030303030276,-3.212121212121212,0.039971069246167217,0.010878922051990642,0.0018733427786080477,0.011834176861699044,0.010815540830322634,0.028971123164801046
0.30303030303030276,-3.090909090909091,0.04432516511602168,0.013652936165348665,0.002701454799774997,0.013683370190786238,0.012814185236233374,0.033337618316970734
0.30303030303030276,-2.9696969696969697,0.04895847237381487,0.016985267881218076,0.0038411699918224364,0.015733411604594093,0.01508347266047949,0.03815564829376692
0.30303030303030276,-2.8484848484848486,0.05386147651568552,0.02094714736679005,0.005385359705064653,0.017989849878564893,0.017639215639647987,0.04343483071264118
0.30303030303030276,-2.727272727272727,0.05902031881781311,0.025608463504212958,0.007444769787294292,0.020455353112500987,0.02049390812304125,0.04917818074095795
0.30303030303030276,-2.606060606060606,0.06441659249691746,0.03103475361529295,0.01014783030160822,0.023129232912742277,0.023655813441211995,0.05538113009747613
0.30303030303030276,-2.484848484848485,0.07002721337909193,0.0372837191887865,0.013638935844545046,0.026007001634465017,0.0271280498269572,0.062030630834698494
0.30303030303030276,-2.3636363636363633,0.07582437541583434,0.04440136291438702,0.018074785169212636,0.029079982932864398,0.03090771142124022,0.06910438580985294
0.30303030303030276,-2.242424242424242,0.08177559989320558,0.052417888211228364,0.02361843781330731,0.032334996368981135,0.03498506693720728,0.0765702480914649
0.30303030303030276,-2.121212121212121,0.08784388525856873,0.06134354724354356,0.030430883446861207,0.035754136399495366,0.03934288070376759,0.08438583000773563
0.30303030303030276,-2.0,0.09398796217254049,0.07116466310099392,0.03866013084891004,0.03931466465597014,0.043955901253822906,0.09249835897053515
0.30303030303030276,-1.878787878787879,0.10016265573399805,0.08184008202104376,0.04842810168975586,0.04298903194127144,0.048790560634097244,0.10084481154993824
0.30303030303030276,-1.7575757575757578,0.10631935389400396,0.09329832794488632,0.05981594094469267,0.04674504284888432,0.05380492298868066,0.10935234958566536
0.30303030303030276,-1.6363636363636367,0.11240657795782995,0.10543573054516196,0.07284869883877097,0.050546171416235776,0.058948913655977105,0.11793907258073799
0.30303030303030276,-1.5151515151515147,0.11837064787439146,0.11811577635828621,0.08748065510254047,0.054352030891678615,0.06416485014536265,0.12651508952835194
0.30303030303030276,-1.3939393939393936,0.12415643184133998,0.13116988945621197,0.10358279396201768,0.0581189947242311,0.06938828424149246,0.13498390109028616
0.30303030303030276,-1.2727272727272725,0.1297081667299472,0.14439978366402578,0.12093404595938419,0.06180095952860383,0.07454915062391135,0.14324407018980256
0.30303030303030276,-1.1515151515151514,0.1349703330761597,0.15758144514798694,0.13921784652062955,0.06535023433283994,0.07957320245986156,0.15119114619765733
0.30303030303030276,-1.0303030303030303,0.13988856600821167,0.1704707067758476,0.15802529420203268,0.06871853420857965,0.08438369923750352,0.15871979561824764
0.30303030303030276,-0.9090909090909092,0.14441058159298426,0.1828102703353946,0.17686572170635284,0.07185805075188254,0.08890329755241289,0.16572608117826865
0.30303030303030276,-0.7878787878787881,0.1484870967743672,0.19433792724792215,0.1951848479692933,0.07472256715342945,0.09305608256939996,0.17210982211035333
0.30303030303030276,-0.6666666666666661,0.1520727204193702,0.20479563137929155,0.21238991837450336,0.07726858206767394,0.09676966734569761,0.17777696177064836
0.30303030303030276,-0.545454545454545,0.1551267930304879,0.2139389974989886,0.22788044685828202,0.07945640440675344,0.09997727990785264,0.18264186498980986
0.30303030303030276,-0.42424242424242387,0.1576141534482955,0.2215467436096157,0.24108244866223513,0.08125118072296815,0.10261975454276343,0.18662946705213576
0.30303030303030276,-0.30303030303030276,0.1595058123506258,0.22742957086149043,0.2514834980237482,0.08262381809595828,0.10464734459016302,0.18967719908543446
0.30303030303030276,-0.18181818181818166,0.16077951451925865,0.23143798482314387,0.25866564925161756,0.08355176840693272,0.10602127924389458,0.1917366209038461
0.30303030303030276,-0.06060606060606055,0.16142017462904565,0.23346860738961783,0.26233328112104726,0.08401964446560008,0.10671499633346739,0.1927747017722828
0.30303030303030276,0.06060606060606055,0.16142017462904565,0.23346860738961783,0.26233328112104726,0.08401964446560008,0.10671499633346739,0.1927747017722828
0.30303030303030276,0.18181818181818166,0.16077951451925865,0.23143798482314387,0.25866564925161756,0.08355176840693272,0.10602127924389458,0.1917366209038461
0.30303030303030276,0.30303030303030276,0.1595058123506258,0.22742957086149043,0.2514834980237482,0.08262381809595828,0.10464734459016302,0.18967719908543446
0.30303030303030276,0.42424242424242475,0.15761415344829546,0.22154674360961565,0.24108244866223502,0.08125118072296814,0.10261975454276341,0.1866294670521357
0.30303030303030276,0.5454545454545459,0.15512679303048788,0.21393899749898854,0.2278804468582819,0.07945640440675342,0.09997727990785263,0.1826418649898098
0.30303030303030276,0.666666666666667,0.15207272041937017,0.2047956313792915,0.21238991837450322,0.07726858206767392,0.09676966734569759,0.1777769617706483
0.30303030303030276,0.7878787878787881,0.1484870967743672,0.19433792724792215,0.1951848479692933,0.07472256715342945,0.09305608256939996,0.17210982211035333
0.30303030303030276,0.9090909090909092,0.14441058159298426,0.1828102703353946,0.17686572170635284,0.07185805075188254,0.08890329755241289,0.16572608117826865
0.30303030303030276,1.0303030303030303,0.13988856600821167,0.1704707067758476,0.15802529420203268,0.06871853420857965,0.08438369923750352,0.15871979561824764
0.30303030303030276,1.1515151515151514,0.1349703330761597,0.15758144514798694,0.13921784652062955,0.06535023433283994,0.07957320245986156,0.15119114619765733
0.30303030303030276,1.2727272727272734,0.12970816672994717,0.14439978366402567,0.12093404595938406,0.061800959528603795,0.07454915062391133,0.1432440701898025
0.30303030303030276,1.3939393939393945,0.12415643184133994,0.13116988945621189,0.10358279396201754,0.05811899472423107,0.06938828424149242,0.13498390109028607
0.30303030303030276,1.5151515151515156,0.11837064787439142,0.11811577635828613,0.08748065510254036,0.05435203089167859,0.0641648501453626,0.1265150895283519
0.30303030303030276,1.6363636363636367,0.11240657795782995,0.10543573054516196,0.07284869883877097,0.050546171416235776,0.058948913655977105,0.11793907258073799
0.30303030303030276,1.7575757575757578,0.10631935389400396,0.09329832794488632,0.05981594094469267,0.04674504284888432,0.05380492298868066,0.10935234958566536
0.30303030303030276,1.878787878787879,0.10016265573399805,0.08184008202104376,0.04842810168975586,0.04298903194127144,0.048790560634097244,0.10084481154993824
0.30303030303030276,2.0,0.09398796217254049,0.07116466310099392,0.03866013084891004,0.03931466465597014,0.043955901253822906,0.09249835897053515
0.30303030303030276,2.121212121212121,0.08784388525856873,0.06134354724354356,0.030430883446861207,0.035754136399495366,0.03934288070376759,0.08438583000773563
0.30303030303030276,2.242424242424242,0.08177559989320558,0.052417888211228364,0.02361843781330731,0.032334996368981135,0.03498506693720728,0.0765702480914649
0.30303030303030276,2.3636363636363633,0.07582437541583434,0.04440136291438702,0.018074785169212636,0.029079982932864398,0.03090771142124022,0.06910438580985294
0.30303030303030276,2.4848484848484844,0.07002721337909194,0.037283719188786535,0.013638935844545064,0.026007001634465027,0.02712804982695722,0.06203063083469852
0.30303030303030276,2.6060606060606055,0.06441659249691747,0.031034753615292978,0.010147830301608233,0.023129232912742288,0.023655813441212006,0.05538113009747616
0.30303030303030276,2.7272727272727266,0.05902031881781314,0.02560846350421298,0.007444769787294301,0.020455353112501,0.02049390812304126,0.04917818074095797
0.30303030303030276,2.8484848484848495,0.053861476515685486,0.020947147366790007,0.005385359705064638,0.017989849878564876,0.01763921563964797,0.04343483071264115
0.30303030303030276,2.9696969696969706,0.04895847237381483,0.016985267881218045,0.003841169991822427,0.015733411604594075,0.01508347266047947,0.038155648293766886
0.30303030303030276,3.0909090909090917,0.044325165116021636,0.01365293616534864,0.0027014547997749926,0.013683370190786224,0.012814185236233356,0.033337618316970706
0.30303030303030276,3.212121212121213,0.03997106924616718,0.010878922051990633,0.0018733427786080425,0.011834176861699032,0.010815540830322625,0.028971123164801025
0.30303030303030276,3.333333333333334,0.035901622006956825,0.00859313860169428,0.0012809204604496756,0.010177892075162382,0.009069285444259669,0.02504096863083459
0.30303030303030276,3.454545454545455,0.03211850145789159,0.006728587660540022,0.0008635996192237965,0.008704672460065474,0.007555539616187198,0.021527418078946568
0.30303030303030276,3.575757575757576,0.028619983480198254,0.005222785133437353,0.0005741007162196017,0.007403240086030792,0.0062535336260522816,0.018407202734631815
0.30303030303030276,3.6969696969696972,0.025401325709857675,0.004018708912302028,0.0003763128966277654,0.006261322021163246,0.005142248712478752,0.01565448105324253
0.30303030303030276,3.8181818181818183,0.022455166933488348,0.0030653289522388576,0.0002432178712563177,0.005266050912839189,0.004200957162895038,0.013241725609433859
0.30303030303030276,3.9393939393939394,0.019771931302685536,0.0023177883235966155,0.00015499840563281398,0.004404320084700855,0.0034096595255171443,0.011140521540276779
0.30303030303030276,4.0606060606060606,0.01734022777217435,0.0017373071240632798,9.739672321823052e-05,0.003663089256593617,0.00274942173669425,0.009322265989160734
0.30303030303030276,4.181818181818182,0.01514723638530131,0.0012908791218745018,6.034576927723373e-05,0.0030296393649266585,0.0022026185663319114,0.007758763022967653
0.30303030303030276,4.303030303030303,0.013179074356972246,0.0009508252348303637,3.6866734997373154e-05,0.002491777018104352,0.0017530924354225473,0.0064227129666242135
0.30303030303030276,4.424242424242424,0.011421136282061161,0.0006942597191722115,2.2207920471745496e-05,0.002037990821644851,0.0013862383909377988,0.00528809890512218
0.30303030303030276,4.545454545454545,0.009858404174375222,0.000502515409247877,1.3190658505944962e-05,0.0016575631319570353,0.0010890269187646664,0.004330476181922077
0.30303030303030276,4.666666666666668,0.008475724371708085,0.00036056448338572816,7.725212376161318e-06,0.0013406417501349605,0.0008499764515633334,0.0035271730584495206
0.30303030303030276,4.787878787878789,0.007258049588081179,0.0002564617806392995,4.461077265854763e-06,0.0010782766693129711,0.0006590870205032409,0.0028574123152562323
0.30303030303030276,4.90909090909091,0.006190645524778446,0.0001808291778149247,2.5401211471156515e-06,0.0008624272766191663,0.0005077456491633333,0.00230236452558921
0.30303030303030276,5.030303030303031,0.0052592624452959535,0.00012639226842570147,1.4261147839456722e-06,0.0006859454284164502,0.0003886129318504207,0.0018451440936660482
0.30303030303030276,5.151515151515152,0.004450272961941678,8.757469944919467e-05,7.89477761651783e-07,0.0005425396153261057,0.0002954989027744594,0.0014707590146117349
0.30303030303030276,5.272727272727273,0.0037507779671054663,6.015101345929089e-05,4.3093392730024773e-07,0.000426725062927241,0.00022323489534074363,0.0011660247795917918
0.30303030303030276,5.3939393939393945,0.003148683170419118,4.095560905991435e-05,2.3193529378560431e-07,0.00033376412480190146,0.0001675467005278371,0.0009194520175139763
0.30303030303030276,5.515151515151516,0.0026327490800911167,2.764330560214019e-05,1.2308591572893943e-07,0.00025960076249346346,0.00012493302704075714,0.000721116428264001
0.30303030303030276,5.636363636363637,0.00219261750319367,1.8495782407044743e-05,6.440732298572924e-08,0.0002007923119900141,9.2552090353789e-05,0.0005625184074006868
0.30303030303030276,5.757575757575758,0.001818817749660332,1.2267655917923072e-05,3.3231313173528323e-08,0.00015444114184693774,6.811814106612864e-05,0.00043643856255290225
0.30303030303030276,5.878787878787879,0.0015027557246698158,8.065970172725893e-06,1.6906165848077596e-08,0.00011812824023159549,4.980889756669511e-05,0.00033679413828742786
0.30303030303030276,6.0,0.0012366890017513382,5.257239754489228e-06,8.480629962958617e-09,8.985024622139832e-05,3.618417354100346e-05,0.0002585002462171809
0.42424242424242475,-6.0,0.0006447199789064786,3.908195466603306e-06,7.0554546262146964e-09,8.67774010595298e-05,3.443389088464005e-05,0.00015485250944094128
0.42424242424242475,-5.878787878787879,0.0007834278769671805,5.996186123314347e-06,1.4065073769915885e-08,0.00011408829814194041,4.739956660754589e-05,0.00020175384063267205
0.42424242424242475,-5.757575757575758,0.0009481997005998425,9.11969008134655e-06,2.7646769554789582e-08,0.00014915931196359582,6.482316458264876e-05,0.0002614450377402473
0.42424242424242475,-5.636363636363637,0.0011430717895987528,1.37496359934447e-05,5.3583630804147914e-08,0.0001939252892450952,8.807520715586691e-05,0.00033697216257014387
0.42424242424242475,-5.515151515151516,0.001372524481885615,2.0549841110815074e-05,1.0240124817905094e-07,0.00025072251250982087,0.00011888982944806856,0.0004319790412189839
0.42424242424242475,-5.393939393939394,0.00164149510858509,3.0446114907210692e-05,1.929584180266758e-07,0.00032234951527956835,0.00015944221573885984,0.0005507903930697019
0.42424242424242475,-5.2727272727272725,0.001955383680465004,4.471584502351371e-05,3.585152027907503e-07,0.0004121312237313762,0.0002124366891811577,0.0006984978383285917
0.42424242424242475,-5.151515151515151,0.002320049653621823,6.510242244216289e-05,6.568055144569116e-07,0.000523984961308032,0.0002812051783671728,0.0008810464497746239
0.42424242424242475,-5.03030303030303,0.002741798114152407,9.395913322256837e-05,1.1864552744136555e-06,0.0006624863486736814,0.00036981514242777363,0.0011053188434654918
0.42424242424242475,-4.909090909090909,0.003227353721509984,0.00013442715302501096,2.1132521495267267e-06,0.0008329325829942611,0.00048318523181491813,0.0013792130941947085
0.42424242424242475,-4.787878787878788,0.0037838208075782376,0.00019065190389988315,3.7113903531637922e-06,0.0010414000063565943,0.00062720599440453,0.0017117100428334867
0.42424242424242475,-4.666666666666666,0.0044186281517877655,0.0002680411290322031,6.426985452253369e-06,0.0012947922985313473,0.0008088618178463946,0.0021129248707736363
0.42424242424242475,-4.545454545454545,0.0051394571491731565,0.00037356645997433074,1.0973959833771616e-05,0.001600875086406497,0.0010363490559950027,0.00259413719583641
0.42424242424242475,-4.424242424242424,0.005954152363634471,0.0005161078462889577,1.8475865108530492e-05,0.001968292289925833,0.0013191839642146326,0.0031677934455121544
0.42424242424242475,-4.303030303030303,0.006870613815924038,0.0007068368660803235,3.067125639566334e-05,0.0024065591664395956,0.0016682927292403713,0.00384747494385376
0.42424242424242475,-4.181818181818182,0.007896670795158005,0.0009596305604542362,5.020462381676757e-05,0.0029260268200953237,0.0020960746080771753,0.004647825067271715
0.42424242424242475,-4.0606060606060606,0.0090399375005986,0.0012915020321384236,8.102914104372562e-05,0.0035378129599446338,0.0026164280903059655,0.005584429041064223
0.42424242424242475,-3.9393939393939394,0.01030765140981732,0.0017230277183176426,0.0001289508235655205,0.004253693968104081,0.0032447291886433653,0.006673640517708949
