# {'k0': 0.5, 'sigma0': 188.49555921538757, 'N': 3, 'omega_out': 1225.2211349000193, 'sigma_out': 125.66370614359172, 'omegap': 1256.6370614359173, 'sigmap': 628.3185307179587}
f1,f2,S,B
5.05050505050505,186.86868686868686,-1.0472055717020526e-09,1.985003273057411e-09
5.05050505050505,191.9191919191919,-1.0802655325283627e-09,2.0714585095359752e-09
5.05050505050505,196.96969696969697,-1.1078112361001981e-09,2.148256051576119e-09
5.05050505050505,202.020202020202,-1.1295561995464697e-09,2.2144790476517042e-09
5.05050505050505,207.07070707070707,-1.1453064291843626e-09,2.269381499390364e-09
5.05050505050505,212.1212121212121,-1.1549615972922871e-09,2.31239953338354e-09
5.05050505050505,217.17171717171715,-1.158513999546912e-09,2.3431579963799274e-09
5.05050505050505,222.2222222222222,-1.1560454310180086e-09,2.361472398545402e-09
5.05050505050505,227.27272727272725,-1.1477221727626532e-09,2.367346369316316e-09
5.05050505050505,232.32323232323228,-1.1337883253016988e-09,2.3609649161729435e-09
5.05050505050505,237.37373737373736,-1.1145577587447552e-09,2.3426838848450557e-09
5.05050505050505,242.4242424242424,-1.0904049716831617e-09,2.313016107405186e-09
5.05050505050505,247.47474747474746,-1.0617551622745473e-09,2.2726147907587386e-09
5.05050505050505,252.5252525252525,-1.0290738156897497e-09,2.222254741521303e-09
5.05050505050505,257.57575757575756,-9.928561031303315e-10,2.1628120444113065e-09
5.05050505050505,262.6262626262626,-9.536163700887226e-10,2.095242811134784e-09
5.05050505050505,267.67676767676767,-9.118779667653254e-10,2.0205615970622784e-09
5.05050505050505,272.7272727272727,-8.681636430725952e-10,1.9398200461333972e-09
5.05050505050505,277.77777777777777,-8.229866960088171e-10,1.8540862731381374e-09
5.05050505050505,282.8282828282828,-7.768430199379194e-10,1.764425429859767e-09
5.05050505050505,287.8787878787878,-7.302041719697638e-10,1.6718818306940212e-09
5.05050505050505,292.9292929292929,-6.835115265876311e-10,1.5774629374496364e-09
5.05050505050505,297.9797979797979,-6.371715571503439e-10,1.4821254251201026e-09
5.05050505050505,303.030303030303,-5.915522479537383e-10,1.3867634732929936e-09
5.05050505050505,308.080808080808,-5.469806100115822e-10,1.2921993540107173e-09
5.05050505050505,313.1313131313131,-5.037412472359819e-10,1.1991763184112658e-09
5.05050505050505,318.18181818181813,-4.6207589767378826e-10,1.1083537230367877e-09
5.05050505050505,323.2323232323232,-4.2218385709523106e-10,1.0203042835429954e-09
5.05050505050505,328.2828282828283,-3.842231795530011e-10,9.355132994784376e-10
5.05050505050505,333.3333333333333,-3.4831254138626615e-10,8.543796592240793e-10
5.05050505050505,338.38383838383834,-3.145336512479231e-10,7.77218409102372e-10
5.05050505050505,343.4343434343434,-2.8293408868547336e-10,7.04264654762423e-10
5.05050505050505,348.48484848484844,-2.5353045712544613e-10,6.356785556231172e-10
5.05050505050505,353.5353535353535,-2.2631174326393704e-10,5.715511735867878e-10
5.05050505050505,358.58585858585855,-2.0124278328977942e-10,5.11910944437775e-10
5.05050505050505,363.63636363636357,-1.7826774649934968e-10,4.567305532207709e-10
5.05050505050505,368.68686868686865,-1.573135581575674e-10,4.059340123138641e-10
5.05050505050505,373.73737373737373,-1.382931954098734e-10,3.5940376172571085e-10
5.05050505050505,378.7878787878787,-1.2110880219577303e-10,3.169876342537763e-10
5.05050505050505,383.8383838383838,-1.0565458105530561e-10,2.785055525129919e-10
5.05050505050505,388.88888888888886,-9.181943112090161e-11,2.437558495554185e-10
5.05050505050505,393.93939393939394,-7.948931218027042e-11,2.125211290474426e-10
5.05050505050505,398.9898989898989,-6.85493242805532e-11,1.8457360407845532e-10
5.05050505050505,404.040404040404,-5.888550078263196e-11,1.596798751087166e-10
5.05050505050505,409.09090909090907,-5.038631998922682e-11,1.376051269237459e-10
5.05050505050505,414.14141414141415,-4.294394643504738e-11,1.1811674147758283e-10
5.05050505050505,419.19191919191917,-3.645521766108303e-11,1.0098733802525863e-10
5.05050505050505,424.2424242424242,-3.0822395853993727e-11,8.599726391936816e-11
5.05050505050505,429.2929292929293,-2.5953706200688607e-11,7.293656892048346e-11
5.05050505050505,434.3434343434343,-2.176368529359073e-11,6.160650296456614e-11
5.05050505050505,439.3939393939394,-1.8173363544066134e-11,5.182058221817246e-11
5.05050505050505,444.4444444444444,-1.5110305447351507e-11,4.340527115261608e-11
5.05050505050505,449.4949494949494,-1.2508530821327825e-11,3.6200329526613575e-11
5.05050505050505,454.5454545454545,-1.0308338939517055e-11,3.005887284347576e-11
5.05050505050505,459.5959595959596,-8.456055914959617e-12,2.4847193305806154e-11
5.05050505050505,464.64646464646455,-6.903723875464613e-12,2.044438578411443e-11
5.05050505050505,469.69696969696963,-5.6087484996386895e-12,1.6741820086851414e-11
5.05050505050505,474.7474747474747,-4.5335194418654165e-12,1.3642497089351657e-11
5.05050505050505,479.7979797979798,-3.645016134133726e-12,1.1060322245353127e-11
5.05050505050505,484.8484848484848,-2.9144094712574007e-12,8.919325837661196e-12
5.05050505050505,489.89898989898984,-2.316668008675711e-12,7.152855167674153e-12
5.05050505050505,494.9494949494949,-1.8301755619729753e-12,5.702759853124502e-12
5.05050505050505,499.99999999999994,-1.4363655170649645e-12,4.518587589993072e-12
10.1010101010101,0.0,-0.0,-0.0
10.1010101010101,5.05050505050505,-1.6805881743236147e-14,-2.420422862467626e-16
10.1010101010101,10.1010101010101,-8.596174514808362e-14,-0.0
10.1010101010101,15.15151515151515,-2.840765216798728e-13,4.192155699095798e-16
10.1010101010101,20.2020202020202,-7.34673601641938e-13,1.091093385593827e-14
10.1010101010101,25.25252525252525,-1.6164736415603145e-12,7.51506233501912e-14
10.1010101010101,30.3030303030303,-3.1678597506354064e-12,2.9774001432879996e-13
10.1010101010101,35.35353535353535,-5.687909457082986e-12,8.67720490071455e-13
10.1010101010101,40.4040404040404,-9.533845107666932e-12,2.077542562419577e-12
10.1010101010101,45.454545454545446,-1.5114910829655938e-11,4.336399535118397e-12
10.1010101010101,50.5050505050505,-2.2882846538561837e-11,8.177077131877347e-12
10.1010101010101,55.55555555555555,-3.3319284678052764e-11,1.4255764197258443e-11
10.1010101010101,60.6060606060606,-4.6920535959244065e-11,2.3344589555743805e-11
10.1010101010101,65.65656565656565,-6.418035010459943e-11,3.6316981208264645e-11
10.1010101010101,70.7070707070707,-8.55713313917585e-11,5.412627112805045e-11
10.1010101010101,75.75757575757575,-1.1152575280232857e-10,7.777827731038396e-11
10.1010101010101,80.8080808080808,-1.4241654439139248e-10,1.0829887078933368e-10
10.1010101010101,85.85858585858585,-1.7853923017925763e-10,1.4669776705404737e-10
10.1010101010101,90.90909090909089,-2.200955540020275e-10,1.939299588443536e-10
10.1010101010101,95.95959595959594,-2.6717947035222733e-10,2.508563234388496e-10
10.1010101010101,101.010101010101,-3.1976608461066476e-10,3.182049879071756e-10
10.1010101010101,106.06060606060605,-3.777040126480978e-10,3.965350190443261e-10
10.1010101010101,111.1111111111111,-4.4071149787290344e-10,4.862039225200051e-10
10.1010101010101,116.16161616161614,-5.083764803424578e-10,5.87340292711081e-10
10.1010101010101,121.2121212121212,-5.801606637873704e-10,6.998227578784473e-10
10.1010101010101,126.26262626262626,-6.55407478594066e-10,8.232661241296203e-10
10.1010101010101,131.3131313131313,-7.333536979739508e-10,9.570153470056288e-10
10.1010101010101,136.36363636363635,-8.131443362250533e-10,1.1001476637242627e-09
10.1010101010101,141.4141414141414,-8.938503469361175e-10,1.2514829148418436e-09
10.1010101010101,146.46464646464645,-9.744885490486312e-10,1.4096017840710799e-09
10.1010101010101,151.5151515151515,-1.0540431426885588e-09,1.572871401322583e-09
10.1010101010101,156.56565656565655,-1.1314881362963066e-09,1.7394774977151405e-09
10.1010101010101,161.6161616161616,-1.2058099923713677e-09,1.9074620817582254e-09
10.1010101010101,166.66666666666666,-1.2760298105529468e-09,2.074765430672404e-09
10.1010101010101,171.7171717171717,-1.3412244022027588e-09,2.239271065244948e-09
10.1010101010101,176.76767676767676,-1.4005456676657528e-09,2.398852303792413e-09
10.1010101010101,181.81818181818178,-1.453237762741843e-09,2.5514189714757746e-09
10.1010101010101,186.86868686868686,-1.4986516308296452e-09,2.694962873911217e-09
10.1010101010101,191.9191919191919,-1.536256577558797e-09,2.8276007252109714e-09
10.1010101010101,196.96969696969697,-1.5656486711997836e-09,2.9476133449544983e-09
10.1010101010101,202.020202020202,-1.5865558604431654e-09,3.0534800993487935e-09
10.1010101010101,207.07070707070707,-1.5988398071899213e-09,3.143907751116973e-09
10.1010101010101,212.1212121212121,-1.602494532065463e-09,3.2178530918961655e-09
10.1010101010101,217.17171717171715,-1.5976420612240217e-09,3.2745389512829565e-09
10.1010101010101,222.2222222222222,-1.5845253419934859e-09,3.3134633993937454e-09
10.1010101010101,227.27272727272725,-1.5634987600202604e-09,3.3344021766275588e-09
10.1010101010101,232.32323232323228,-1.535016640486811e-09,3.337404587720774e-09
10.1010101010101,237.37373737373736,-1.499620150048137e-09,3.3227832806887727e-09
10.1010101010101,242.4242424242424,-1.4579230343762995e-09,3.2910984896005086e-09
10.1010101010101,247.47474747474746,-1.4105966292175551e-09,3.2431374494125728e-09
10.1010101010101,252.5252525252525,-1.3583545717770485e-09,3.1798897887863548e-09
10.1010101010101,257.57575757575756,-1.3019376156040761e-09,3.102519771800302e-09
10.1010101010101,262.6262626262626,-1.2420989178357936e-09,3.0123362919476176e-09
10.1010101010101,267.67676767676767,-1.1795901247723985e-09,2.9107615231799024e-09
10.1010101010101,272.7272727272727,-1.1151485325248574e-09,2.7992991054657172e-09
10.1010101010101,277.77777777777777,-1.0494855461399576e-09,2.679502689680309e-09
10.1010101010101,282.8282828282828,-9.832766053405255e-10,2.5529455925776916e-09
10.1010101010101,287.8787878787878,-9.171526898488999e-10,2.421192221497769e-09
10.1010101010101,292.9292929292929,-8.516934640063923e-10,2.285771824927007e-09
10.1010101010101,297.9797979797979,-7.874220706207841e-10,2.148155013677908e-09
10.1010101010101,303.030303030303,-7.248015389387816e-10,2.009733382731576e-09
10.1010101010101,308.080808080808,-6.642327323149344e-10,1.871802449831812e-09
10.1010101010101,313.1313131313131,-6.06053728189906e-10,1.7355480174156511e-09
10.1010101010101,318.18181818181813,-5.505404967571799e-10,1.6020359625590048e-09
10.1010101010101,323.2323232323232,-4.979087252708262e-10,1.4722053678524512e-09
10.1010101010101,328.2828282828283,-4.4831662216343433e-10,1.3468648264105168e-09
10.1010101010101,333.3333333333333,-4.018685286277139e-10,1.2266916878343507e-09
10.1010101010101,338.38383838383834,-3.5861916452200443e-10,1.1122339595587629e-09
10.1010101010101,343.4343434343434,-3.1857833971430707e-10,1.0039145397207e-09
10.1010101010101,348.48484848484844,-2.817159705199962e-10,9.020374330887826e-10
10.1010101010101,353.5353535353535,-2.479672529041594e-10,8.067955898660232e-10
10.1010101010101,358.58585858585855,-2.1723785878873102e-10,7.182800071537549e-10
10.1010101010101,363.63636363636357,-1.894090383247674e-10,6.364897431182485e-10
10.1010101010101,368.68686868686865,-1.64342528603798e-10,5.613425128374822e-10
10.1010101010101,373.73737373737373,-1.418851873012461e-10,4.926855607365611e-10
10.1010101010101,378.7878787878787,-1.2187328756115163e-10,4.3030653574302435e-10
10.1010101010101,383.8383838383838,-1.0413642753133214e-10,3.739441301512796e-10
10.1010101010101,388.88888888888886,-8.850102392519348e-11,3.232982801225328e-10
10.1010101010101,393.93939393939394,-7.479337350159361e-11,2.780397633501155e-10
10.1010101010101,398.9898989898989,-6.284227919437501e-11,2.378190664529966e-10
10.1010101010101,404.040404040404,-5.248124865289519e-11,2.0227443007561243e-10
10.1010101010101,409.09090909090907,-4.3550282118824736e-11,1.7103901262935299e-10
10.1010101010101,414.14141414141415,-3.589727387588745e-11,1.4374714347126222e-10
10.1010101010101,419.19191919191917,-2.937905704002468e-11,1.200396626354693e-10
10.1010101010101,424.2424242424242,-2.386212532499681e-11,9.956836675192196e-11
10.1010101010101,429.2929292929293,-1.9223067774950754e-11,8.199959940673721e-11
10.1010101010101,434.3434343434343,-1.5348753476761393e-11,6.701703896311831e-11
10.1010101010101,439.3939393939394,-1.2136303140366317e-11,5.43237479322508e-11
10.1010101010101,444.4444444444444,-9.492883359142751e-12,4.3643555614363863e-11
10.1010101010101,449.4949494949494,-7.335357526080267e-12,3.472185024564702e-11
10.1010101010101,454.5454545454545,-5.589824967833905e-12,2.7325858657755264e-11
10.1010101010101,459.5959595959596,-4.1910770370808665e-12,2.1244490880577282e-11
10.1010101010101,464.64646464646455,-3.0819958261396012e-12,1.6287824601369595e-11
10.1010101010101,469.69696969696963,-2.212917965051888e-12,1.2286300333428561e-11
10.1010101010101,474.7474747474747,-1.5409827584327573e-12,9.089692923588331e-12
10.1010101010101,479.7979797979798,-1.029480790328665e-12,6.565918991116928e-12
10.1010101010101,484.8484848484848,-6.472161583461388e-13,4.599733355065275e-12
10.1010101010101,489.89898989898984,-3.678927423046434e-13,3.091360747480368e-12
10.1010101010101,494.9494949494949,-1.6953240656786567e-13,1.9551023583639893e-12
10.1010101010101,499.99999999999994,-3.393080214347288e-14,1.117950205025307e-12
15.15151515151515,0.0,-0.0,-0.0
15.15151515151515,5.05050505050505,-7.444444224189995e-14,-6.681834511696687e-15
15.15151515151515,10.1010101010101,-2.840765216798728e-13,-4.192155699095798e-16
15.15151515151515,15.15151515151515,-7.792451186930388e-13,-0.0
15.15151515151515,20.2020202020202,-1.7707844496162215e-12,5.928306767069115e-16
15.15151515151515,25.25252525252525,-3.5418479505515153e-12,1.4939532371722286e-14
15.15151515151515,30.3030303030303,-6.449641689569083e-12,1.0081824835769506e-13
15.15151515151515,35.35353535353535,-1.0922676069470048e-11,3.9384187260211113e-13
15.15151515151515,40.4040404040404,-1.7453617539267223e-11,1.1360088342696994e-12
15.15151515151515,45.454545454545446,-2.6587946094934348e-11,2.698519874949875e-12
15.15151515151515,50.5050505050505,-3.8908805328554556e-11,5.597571201444142e-12
15.15151515151515,55.55555555555555,-5.501860326882803e-11,1.0502106495854079e-11
15.15151515151515,60.6060606060606,-7.551807042879051e-11,1.8232866068850632e-11
15.15151515151515,65.65656565656565,-1.0098359892375651e-10,2.9752463346435966e-11
15.15151515151515,70.7070707070707,-1.3194376818086973e-10,4.614662500690477e-11
15.15151515151515,75.75757575757575,-1.6885600544450064e-10,6.859713235629145e-11
15.15151515151515,80.8080808080808,-2.1208433164779477e-10,9.834737988045454e-11
15.15151515151515,85.85858585858585,-2.618791057588276e-10,1.36661805634906e-10
15.15151515151515,90.90909090909089,-3.183596056621852e-10,1.8478073253329178e-10
15.15151515151515,95.95959595959594,-3.815001748479776e-10,2.438723776062092e-10
15.15151515151515,101.010101010101,-4.511205268777744e-10,3.1498392899461714e-10
15.15151515151515,106.06060606060605,-5.268806401140843e-10,3.989936523776244e-10
15.15151515151515,111.1111111111111,-6.082805006564828e-10,4.965659679468915e-10
15.15151515151515,116.16161616161614,-6.946647693847348e-10,6.08111337841059e-10
15.15151515151515,121.2121212121212,-7.852322671171688e-10,7.33752627564322e-10
15.15151515151515,126.26262626262626,-8.790499975466729e-10,8.732993619334163e-10
15.15151515151515,131.3131313131313,-9.750712676399517e-10,1.0262309978358306e-09
15.15151515151515,136.36363636363635,-1.0721573255506816e-09,1.191689995973411e-09
15.15151515151515,141.4141414141414,-1.1691018216993918e-09,1.3684851067054912e-09
15.15151515151515,146.46464646464645,-1.2646573131631205e-09,1.5551049067405427e-09
15.15151515151515,151.5151515151515,-1.3575629772003882e-09,1.749741249431467e-09
15.15151515151515,156.56565656565655,-1.4465726775325186e-09,1.9503219368182273e-09
15.15151515151515,161.6161616161616,-1.5304825364766908e-09,2.154551600039879e-09
15.15151515151515,166.66666666666666,-1.6081572054773498e-09,2.359959498158316e-09
15.15151515151515,171.7171717171717,-1.6785540931810688e-09,2.5639527233500167e-09
15.15151515151515,176.76767676767676,-1.7407449001694046e-09,2.7638731397624584e-09
15.15151515151515,181.81818181818178,-1.793933918296446e-09,2.9570562882257707e-09
15.15151515151515,186.86868686868686,-1.8374726752629019e-09,3.140890460729438e-09
15.15151515151515,191.9191919191919,-1.870870636328489e-09,3.312874185614662e-09
15.15151515151515,196.96969696969697,-1.893801809624271e-09,3.4706704627197318e-09
15.15151515151515,202.020202020202,-1.9061072342804694e-09,3.6121562409022095e-09
15.15151515151515,207.07070707070707,-1.9077934568285533e-09,3.735465830224892e-09
15.15151515151515,212.1212121212121,-1.899027216926638e-09,3.839027177978248e-09
15.15151515151515,217.17171717171715,-1.880126664938377e-09,3.921590201023648e-09
15.15151515151515,222.2222222222222,-1.8515495185944328e-09,3.982246645636646e-09
15.15151515151515,227.27272727272725,-1.8138786320347413e-09,4.0204412291046755e-09
15.15151515151515,232.32323232323228,-1.7678054969656396e-09,4.035974094274746e-09
15.15151515151515,237.37373737373736,-1.7141122222744675e-09,4.028994869433026e-09
15.15151515151515,242.4242424242424,-1.6536525457901128e-09,3.9999888629287254e-09
15.15151515151515,247.47474747474746,-1.5873324211946109e-09,3.949756127910977e-09
15.15151515151515,252.5252525252525,-1.5160906961756633e-09,3.87938430216337e-09
15.15151515151515,257.57575757575756,-1.4408803570050888e-09,3.790216257774467e-09
15.15151515151515,262.6262626262626,-1.3626507623924865e-09,3.6838136835071513e-09
15.15151515151515,267.67676767676767,-1.2823312284435552e-09,3.561917769143041e-09
15.15151515151515,272.7272727272727,-1.200816259658318e-09,3.4264081672558758e-09
15.15151515151515,277.77777777777777,-1.1189526508962005e-09,3.2792613766556294e-09
15.15151515151515,282.8282828282828,-1.0375286147196188e-09,3.1225096271309753e-09
15.15151515151515,287.8787878787878,-9.57265019876083e-10,2.958201251977052e-09
15.15151515151515,292.9292929292929,-8.788087619589876e-10,2.788363418628238e-09
15.15151515151515,297.9797979797979,-8.027282282171515e-10,2.6149679543653397e-09
15.15151515151515,303.030303030303,-7.295107664034886e-10,2.439900859475663e-09
15.15151515151515,308.080808080808,-6.59562023417062e-10,2.2649359502094092e-09
15.15151515151515,313.1313131313131,-5.932069838734053e-10,2.0917129238362976e-09
15.15151515151515,318.18181818181813,-5.306925118508678e-10,1.921719992984325e-09
15.15151515151515,323.2323232323232,-4.721911807926736e-10,1.7562811004969532e-09
15.15151515151515,328.2828282828283,-4.178061665039189e-10,1.596547602780408e-09
15.15151515151515,333.3333333333333,-3.67576975736616e-10,1.4434942017397106e-09
15.15151515151515,338.38383838383834,-3.214857871929881e-10,1.297918814795126e-09
15.15151515151515,343.4343434343434,-2.7946419195129894e-10,1.1604460002217417e-09
15.15151515151515,348.48484848484844,-2.4140013530320796e-10,1.0315335014891287e-09
15.15151515151515,353.5353535353535,-2.0714488072978087e-10,9.114814390498388e-10
15.15151515151515,358.58585858585855,-1.765198381826598e-10,8.004436602028114e-10
15.15151515151515,363.63636363636357,-1.493231219758837e-10,6.984407558147555e-10
15.15151515151515,368.68686868686865,-1.2533572750289024e-10,6.053742650330512e-10
15.15151515151515,373.73737373737373,-1.0432723984318774e-10,5.210416136012067e-10
15.15151515151515,378.7878787878787,-8.606101039937055e-11,4.451513657843941e-10
15.15151515151515,383.8383838383838,-7.029875941586436e-11,3.7733841195189123e-10
15.15151515151515,388.88888888888886,-5.6804582113224536e-11,3.17178761305171e-10
15.15151515151515,393.93939393939394,-4.5348353886787586e-11,2.642036599548487e-10
15.15151515151515,398.9898989898989,-3.570854534731937e-11,2.1791280656902528e-10
15.15151515151515,404.040404040404,-2.7674470813581985e-11,1.7778648939802126e-10
15.15151515151515,409.09090909090907,-2.104800418934521e-11,1.4329651812388992e-10
15.15151515151515,414.14141414141415,-1.5644804038900057e-11,1.1391587046057675e-10
15.15151515151515,419.19191919191917,-1.1295095253056508e-11,8.912701578249816e-11
15.15151515151515,424.2424242424242,-7.844058160125635e-12,6.842891559843886e-11
15.15151515151515,429.2929292929293,-5.1518775108756045e-12,5.134273297640925e-11
15.15151515151515,434.3434343434343,-3.093503702921795e-12,3.7416309860798125e-11
15.15151515151515,439.3939393939394,-1.5581771711076113e-12,2.6227492605163678e-11
15.15151515151515,444.4444444444444,-4.4876431854441756e-13,1.7386402146991554e-11
15.15151515151515,449.4949494949494,3.1905004685238775e-13,1.0536756389777027e-11
15.15151515151515,454.5454545454545,8.176728343569038e-13,5.356358958378795e-12
15.15151515151515,459.5959595959596,1.1085788445418613e-12,1.5568710568629804e-12
15.15151515151515,464.64646464646455,1.2433211256164752e-12,-1.1170177646151712e-12
15.15151515151515,469.69696969696963,1.264548318909144e-12,-2.8889079640801162e-12
